	sql	nest_level	sub_statements
330	select template_type_code , count (*) from templates group by template_type_code	0	0
331	select template_type_code from templates group by template_type_code order by count (*) desc limit 1	0	0
332	select template_type_code from templates group by template_type_code order by count (*) desc limit 1	0	0
333	select template_type_code from templates group by template_type_code having count (*) < 3	0	0
334	select template_type_code from templates group by template_type_code having count (*) < 3	0	0
335	select min (version_number) , template_type_code from templates	0	0
336	select min (version_number) , template_type_code from templates	0	0
337	"select t1.template_type_code from templates as t1 join documents as t2 on t1.template_id = t2.template_id where t2.document_name = ""data base"""	0	0
338	"select t1.template_type_code from templates as t1 join documents as t2 on t1.template_id = t2.template_id where t2.document_name = ""data base"""	0	0
339	"select t2.document_name from templates as t1 join documents as t2 on t1.template_id = t2.template_id where t1.template_type_code = ""bk"""	0	0
340	"select t2.document_name from templates as t1 join documents as t2 on t1.template_id = t2.template_id where t1.template_type_code = ""bk"""	0	0
341	select t1.template_type_code , count (*) from templates as t1 join documents as t2 on t1.template_id = t2.template_id group by t1.template_type_code	0	0
342	select t1.template_type_code , count (*) from templates as t1 join documents as t2 on t1.template_id = t2.template_id group by t1.template_type_code	0	0
343	select t1.template_type_code from templates as t1 join documents as t2 on t1.template_id = t2.template_id group by t1.template_type_code order by count (*) desc limit 1	0	0
344	select t1.template_type_code from templates as t1 join documents as t2 on t1.template_id = t2.template_id group by t1.template_type_code order by count (*) desc limit 1	0	0
345	except	0	2
346	except	0	2
347	select template_type_code , template_type_description from ref_template_types	0	0
348	select template_type_code , template_type_description from ref_template_types	0	0
349	"select template_type_description from ref_template_types where template_type_code = ""ad"""	0	0
350	"select template_type_description from ref_template_types where template_type_code = ""ad"""	0	0
351	"select template_type_code from ref_template_types where template_type_description = ""book"""	0	0
352	"select template_type_code from ref_template_types where template_type_description = ""book"""	0	0
353	select distinct t1.template_type_description from ref_template_types as t1 join templates as t2 on t1.template_type_code = t2.template_type_code join documents as t3 on t2.template_id = t3.template_id	0	0
354	select distinct t1.template_type_description from ref_template_types as t1 join templates as t2 on t1.template_type_code = t2.template_type_code join documents as t3 on t2.template_id = t3.template_id	0	0
355	"select t2.template_id from ref_template_types as t1 join templates as t2 on t1.template_type_code = t2.template_type_code where t1.template_type_description = ""presentation"""	0	0
356	"select t2.template_id from ref_template_types as t1 join templates as t2 on t1.template_type_code = t2.template_type_code where t1.template_type_description = ""presentation"""	0	0
357	select count (*) from paragraphs	0	0
358	select count (*) from paragraphs	0	0
359	select count (*) from paragraphs as t1 join documents as t2 on t1.document_id = t2.document_id where t2.document_name = 'summer show'	0	0
360	select count (*) from paragraphs as t1 join documents as t2 on t1.document_id = t2.document_id where t2.document_name = 'summer show'	0	0
361	select other_details from paragraphs where paragraph_text like 'korea'	0	0
362	select other_details from paragraphs where paragraph_text like 'korea'	0	0
363	select t1.paragraph_id , t1.paragraph_text from paragraphs as t1 join documents as t2 on t1.document_id = t2.document_id where t2.document_name = 'welcome to ny'	0	0
364	select t1.paragraph_id , t1.paragraph_text from paragraphs as t1 join documents as t2 on t1.document_id = t2.document_id where t2.document_name = 'welcome to ny'	0	0
365	"select t1.paragraph_text from paragraphs as t1 join documents as t2 on t1.document_id = t2.document_id where t2.document_name = ""customer reviews"""	0	0
366	"select t1.paragraph_text from paragraphs as t1 join documents as t2 on t1.document_id = t2.document_id where t2.document_name = ""customer reviews"""	0	0
367	select document_id , count (*) from paragraphs group by document_id order by document_id	0	0
368	select document_id , count (*) from paragraphs group by document_id order by document_id	0	0
369	select t1.document_id , t2.document_name , count (*) from paragraphs as t1 join documents as t2 on t1.document_id = t2.document_id group by t1.document_id	0	0
370	select t1.document_id , t2.document_name , count (*) from paragraphs as t1 join documents as t2 on t1.document_id = t2.document_id group by t1.document_id	0	0
371	select document_id from paragraphs group by document_id having count (*) >= 2	0	0
372	select document_id from paragraphs group by document_id having count (*) >= 2	0	0
373	select t1.document_id , t2.document_name from paragraphs as t1 join documents as t2 on t1.document_id = t2.document_id group by t1.document_id order by count (*) desc limit 1	0	0
374	select t1.document_id , t2.document_name from paragraphs as t1 join documents as t2 on t1.document_id = t2.document_id group by t1.document_id order by count (*) desc limit 1	0	0
375	select document_id from paragraphs group by document_id order by count (*) asc limit 1	0	0
376	select document_id from paragraphs group by document_id order by count (*) asc limit 1	0	0
377	select document_id from paragraphs group by document_id having count (*) between 1 and 2	0	0
378	select document_id from paragraphs group by document_id having count (*) between 1 and 2	0	0
379	intersect	0	2
380	intersect	0	2
381	select count (*) from teacher	0	0
382	select count (*) from teacher	0	0
383	select name from teacher order by age asc	0	0
384	select name from teacher order by age asc	0	0
385	select age , hometown from teacher	0	0
386	select age , hometown from teacher	0	0
387	"select name from teacher where hometown != ""little lever urban district"""	0	0
388	"select name from teacher where hometown != ""little lever urban district"""	0	0
389	select name from teacher where age = 32 or age = 33	0	0
390	select name from teacher where age = 32 or age = 33	0	0
391	select hometown from teacher order by age asc limit 1	0	0
392	select hometown from teacher order by age asc limit 1	0	0
393	select hometown , count (*) from teacher group by hometown	0	0
394	select hometown , count (*) from teacher group by hometown	0	0
395	select hometown from teacher group by hometown order by count (*) desc limit 1	0	0
396	select hometown from teacher group by hometown order by count (*) desc limit 1	0	0
397	select hometown from teacher group by hometown having count (*) >= 2	0	0
398	select hometown from teacher group by hometown having count (*) >= 2	0	0
399	select t3.name , t2.course from course_arrange as t1 join course as t2 on t1.course_id = t2.course_id join teacher as t3 on t1.teacher_id = t3.teacher_id	0	0
400	select t3.name , t2.course from course_arrange as t1 join course as t2 on t1.course_id = t2.course_id join teacher as t3 on t1.teacher_id = t3.teacher_id	0	0
401	select t3.name , t2.course from course_arrange as t1 join course as t2 on t1.course_id = t2.course_id join teacher as t3 on t1.teacher_id = t3.teacher_id order by t3.name	0	0
402	select t3.name , t2.course from course_arrange as t1 join course as t2 on t1.course_id = t2.course_id join teacher as t3 on t1.teacher_id = t3.teacher_id order by t3.name	0	0
403	"select t3.name from course_arrange as t1 join course as t2 on t1.course_id = t2.course_id join teacher as t3 on t1.teacher_id = t3.teacher_id where t2.course = ""math"""	0	0
404	"select t3.name from course_arrange as t1 join course as t2 on t1.course_id = t2.course_id join teacher as t3 on t1.teacher_id = t3.teacher_id where t2.course = ""math"""	0	0
405	select t2.name , count (*) from course_arrange as t1 join teacher as t2 on t1.teacher_id = t2.teacher_id group by t2.name	0	0
406	select t2.name , count (*) from course_arrange as t1 join teacher as t2 on t1.teacher_id = t2.teacher_id group by t2.name	0	0
407	select t2.name from course_arrange as t1 join teacher as t2 on t1.teacher_id = t2.teacher_id group by t2.name having count (*) >= 2	0	0
408	select t2.name from course_arrange as t1 join teacher as t2 on t1.teacher_id = t2.teacher_id group by t2.name having count (*) >= 2	0	0
409	select name from teacher where teacher_id not in (select teacher_id from course_arrange) 	0	0
410	select name from teacher where teacher_id not in (select teacher_id from course_arrange) 	0	0
411	select count (*) from visitor where age < 30	0	0
412	select name from visitor where level_of_membership > 4 order by level_of_membership desc	0	0
413	select avg (age) from visitor where level_of_membership <= 4	0	0
414	select name , level_of_membership from visitor where level_of_membership > 4 order by age desc	0	0
415	select museum_id , name from museum order by num_of_staff desc limit 1	0	0
416	select avg (num_of_staff) from museum where open_year < 2009	0	0
417	select num_of_staff , open_year from museum where name = 'plaza museum'	0	0
418	select name from museum where num_of_staff > (select min (num_of_staff) from museum where open_year > 2010) 	0	0
419	select t1.id , t1.name , t1.age from visitor as t1 join visit as t2 on t1.id = t2.visitor_id group by t1.id having count (*) > 1	0	0
420	select t2.visitor_id , t1.name , t1.level_of_membership from visitor as t1 join visit as t2 on t1.id = t2.visitor_id group by t2.visitor_id order by sum (t2.total_spent) desc limit 1	0	0
421	select t2.museum_id , t1.name from museum as t1 join visit as t2 on t1.museum_id = t2.museum_id group by t2.museum_id order by count (*) desc limit 1	0	0
422	select name from museum where museum_id not in (select museum_id from visit) 	0	0
423	select t1.name , t1.age from visitor as t1 join visit as t2 on t1.id = t2.visitor_id order by t2.num_of_ticket desc limit 1	0	0
424	select avg (num_of_ticket) , max (num_of_ticket) from visit	0	0
425	select sum (t2.total_spent) from visitor as t1 join visit as t2 on t1.id = t2.visitor_id where t1.level_of_membership = 1	0	0
426	intersect	0	2
427	select count (*) from visitor where id not in (select t2.visitor_id from museum as t1 join visit as t2 on t1.museum_id = t2.museum_id where t1.open_year > 2010) 	0	0
428	select count (*) from museum where open_year > 2013 or open_year < 2008	0	0
429	select count (*) from players	0	0
430	select count (*) from players	0	0
431	select count (*) from matches	0	0
432	select count (*) from matches	0	0
433	select first_name , birth_date from players where country_code = 'usa'	0	0
434	select first_name , birth_date from players where country_code = 'usa'	0	0
435	select avg (loser_age) , avg (winner_age) from matches	0	0
436	select avg (loser_age) , avg (winner_age) from matches	0	0
437	select avg (winner_rank) from matches	0	0
438	select avg (winner_rank) from matches	0	0
439	select min (loser_rank) from matches	0	0
440	select min (loser_rank) from matches	0	0
441	select count (distinct country_code) from players	0	0
442	select count (distinct country_code) from players	0	0
443	select count (distinct loser_name) from matches	0	0
444	select count (distinct loser_name) from matches	0	0
445	select tourney_name from matches group by tourney_name having count (*) > 10	0	0
446	select tourney_name from matches group by tourney_name having count (*) > 10	0	0
447	intersect	0	2
448	intersect	0	2
449	select count (*) from matches where year = 2013 or year = 2016	0	0
450	select count (*) from matches where year = 2013 or year = 2016	0	0
451	intersect	0	2
452	intersect	0	2
453	select first_name , country_code from players order by birth_date limit 1	0	0
454	select first_name , country_code from players order by birth_date limit 1	0	0
455	select first_name , last_name from players order by birth_date	0	0
456	select first_name , last_name from players order by birth_date	0	0
457	select first_name , last_name from players where hand = 'l' order by birth_date	0	0
458	select first_name , last_name from players where hand = 'l' order by birth_date	0	0
459	select t1.country_code , t1.first_name from players as t1 join rankings as t2 on t1.player_id = t2.player_id order by t2.tours desc limit 1	0	0
460	select t1.country_code , t1.first_name from players as t1 join rankings as t2 on t1.player_id = t2.player_id order by t2.tours desc limit 1	0	0
461	select year from matches group by year order by count (*) desc limit 1	0	0
462	select year from matches group by year order by count (*) desc limit 1	0	0
463	select winner_name , winner_rank_points from matches group by winner_name order by count (*) desc limit 1	0	0
464	select winner_name , winner_rank_points from matches group by winner_name order by count (*) desc limit 1	0	0
465	select winner_name from matches where tourney_name = 'australian open' order by winner_rank_points desc limit 1	0	0
466	select winner_name from matches where tourney_name = 'australian open' order by winner_rank_points desc limit 1	0	0
467	select winner_name , loser_name from matches order by minutes desc limit 1	0	0
468	select winner_name , loser_name from matches order by minutes desc limit 1	0	0
469	select avg (ranking) , t1.first_name from players as t1 join rankings as t2 on t1.player_id = t2.player_id group by t1.first_name	0	0
470	select avg (ranking) , t1.first_name from players as t1 join rankings as t2 on t1.player_id = t2.player_id group by t1.first_name	0	0
471	select sum (ranking_points) , t1.first_name from players as t1 join rankings as t2 on t1.player_id = t2.player_id group by t1.first_name	0	0
472	select sum (ranking_points) , t1.first_name from players as t1 join rankings as t2 on t1.player_id = t2.player_id group by t1.first_name	0	0
473	select count (*) , country_code from players group by country_code	0	0
474	select count (*) , country_code from players group by country_code	0	0
475	select country_code from players group by country_code order by count (*) desc limit 1	0	0
476	select country_code from players group by country_code order by count (*) desc limit 1	0	0
477	select country_code from players group by country_code having count (*) > 50	0	0
478	select country_code from players group by country_code having count (*) > 50	0	0
479	select sum (tours) , ranking_date from rankings group by ranking_date	0	0
480	select sum (tours) , ranking_date from rankings group by ranking_date	0	0
481	select count (*) , year from matches group by year	0	0
482	select count (*) , year from matches group by year	0	0
483	select distinct winner_name , winner_rank from matches order by winner_age limit 3	0	0
484	select distinct winner_name , winner_rank from matches order by winner_age limit 3	0	0
485	select count (distinct winner_name) from matches where tourney_name = 'wta championships' and winner_hand = 'l'	0	0
486	select count (distinct winner_name) from matches where tourney_name = 'wta championships' and winner_hand = 'l'	0	0
487	select t1.first_name , t1.country_code , t1.birth_date from players as t1 join matches as t2 on t1.player_id = t2.winner_id order by t2.winner_rank_points desc limit 1	0	0
488	select t1.first_name , t1.country_code , t1.birth_date from players as t1 join matches as t2 on t1.player_id = t2.winner_id order by t2.winner_rank_points desc limit 1	0	0
489	select count (*) , hand from players group by hand	0	0
490	select count (*) , hand from players group by hand	0	0
491	select count (*) from ship where disposition_of_ship = 'captured'	0	0
492	select name , tonnage from ship order by name desc	0	0
493	select name , date from battle	0	0
494	select max (killed) , min (killed) from death	0	0
495	select avg (injured) from death	0	0
496	select t1.killed , t1.injured from death as t1 join ship as t2 on t1.caused_by_ship_id = t2.id where t2.tonnage = 't'	0	0
497	select name , result from battle where bulgarian_commander != 'boril'	0	0
498	select distinct t1.id , t1.name from battle as t1 join ship as t2 on t1.id = t2.lost_in_battle where t2.ship_type = 'brig'	0	0
499	select t1.id , t1.name from battle as t1 join ship as t2 on t1.id = t2.lost_in_battle join death as t3 on t2.id = t3.caused_by_ship_id group by t1.id having sum (t3.killed) > 10	0	0
500	select t2.id , t2.name from death as t1 join ship as t2 on t1.caused_by_ship_id = t2.id group by t2.id order by count (*) desc limit 1	0	0
501	select name from battle where bulgarian_commander = 'kaloyan' and latin_commander = 'baldwin i'	0	0
502	select count (distinct result) from battle	0	0
503	select count (*) from battle where id not in ;	1	0
504	intersect	0	2
505	except	0	2
506	select note from death where note like '%east%'	0	0
507	select line_1 , line_2 from addresses	0	0
508	select line_1 , line_2 from addresses	0	0
509	select count (*) from courses	0	0
510	select count (*) from courses	0	0
511	select course_description from courses where course_name = 'math'	0	0
512	select course_description from courses where course_name = 'math'	0	0
513	select zip_postcode from addresses where city = 'port chelsea'	0	0
514	select zip_postcode from addresses where city = 'port chelsea'	0	0
515	select t2.department_name , t1.department_id from degree_programs as t1 join departments as t2 on t1.department_id = t2.department_id group by t1.department_id order by count (*) desc limit 1	0	0
516	select t2.department_name , t1.department_id from degree_programs as t1 join departments as t2 on t1.department_id = t2.department_id group by t1.department_id order by count (*) desc limit 1	0	0
517	select count (distinct department_id) from degree_programs	0	0
518	select count (distinct department_id) from degree_programs	0	0
519	select count (distinct degree_summary_name) from degree_programs	0	0
520	select count (distinct degree_summary_name) from degree_programs	0	0
521	select count (*) from departments as t1 join degree_programs as t2 on t1.department_id = t2.department_id where t1.department_name = 'engineer'	0	0
522	select count (*) from departments as t1 join degree_programs as t2 on t1.department_id = t2.department_id where t1.department_name = 'engineer'	0	0
523	select section_name , section_description from sections	0	0
524	select section_name , section_description from sections	0	0
525	select t1.course_name , t1.course_id from courses as t1 join sections as t2 on t1.course_id = t2.course_id group by t1.course_id having count (*) <= 2	0	0
526	select t1.course_name , t1.course_id from courses as t1 join sections as t2 on t1.course_id = t2.course_id group by t1.course_id having count (*) <= 2	0	0
527	select section_name from sections order by section_name desc	0	0
528	select section_name from sections order by section_name desc	0	0
529	select t1.semester_name , t1.semester_id from semesters as t1 join student_enrolment as t2 on t1.semester_id = t2.semester_id group by t1.semester_id order by count (*) desc limit 1	0	0
530	select t1.semester_name , t1.semester_id from semesters as t1 join student_enrolment as t2 on t1.semester_id = t2.semester_id group by t1.semester_id order by count (*) desc limit 1	0	0
531	select department_description from departments where department_name like '%computer%'	0	0
532	select department_description from departments where department_name like '%computer%'	0	0
533	select t1.first_name , t1.middle_name , t1.last_name , t1.student_id from students as t1 join student_enrolment as t2 on t1.student_id = t2.student_id group by t1.student_id having count (*) = 2	0	0
534	select t1.first_name , t1.middle_name , t1.last_name , t1.student_id from students as t1 join student_enrolment as t2 on t1.student_id = t2.student_id group by t1.student_id having count (*) = 2	0	0
535	select distinct t1.first_name , t1.middle_name , t1.last_name from students as t1 join student_enrolment as t2 on t1.student_id = t2.student_id join degree_programs as t3 on t2.degree_program_id = t3.degree_program_id where t3.degree_summary_name = 'bachelor'	0	0
536	select distinct t1.first_name , t1.middle_name , t1.last_name from students as t1 join student_enrolment as t2 on t1.student_id = t2.student_id join degree_programs as t3 on t2.degree_program_id = t3.degree_program_id where t3.degree_summary_name = 'bachelor'	0	0
537	select t1.degree_summary_name from degree_programs as t1 join student_enrolment as t2 on t1.degree_program_id = t2.degree_program_id group by t1.degree_summary_name order by count (*) desc limit 1	0	0
538	select t1.degree_summary_name from degree_programs as t1 join student_enrolment as t2 on t1.degree_program_id = t2.degree_program_id group by t1.degree_summary_name order by count (*) desc limit 1	0	0
539	select t1.degree_program_id , t1.degree_summary_name from degree_programs as t1 join student_enrolment as t2 on t1.degree_program_id = t2.degree_program_id group by t1.degree_program_id order by count (*) desc limit 1	0	0
540	select t1.degree_program_id , t1.degree_summary_name from degree_programs as t1 join student_enrolment as t2 on t1.degree_program_id = t2.degree_program_id group by t1.degree_program_id order by count (*) desc limit 1	0	0
541	select t1.student_id , t1.first_name , t1.middle_name , t1.last_name , count (*) , t1.student_id from students as t1 join student_enrolment as t2 on t1.student_id = t2.student_id group by t1.student_id order by count (*) desc limit 1	0	0
542	select t1.student_id , t1.first_name , t1.middle_name , t1.last_name , count (*) , t1.student_id from students as t1 join student_enrolment as t2 on t1.student_id = t2.student_id group by t1.student_id order by count (*) desc limit 1	0	0
543	select semester_name from semesters where semester_id not in 	1	0
544	select semester_name from semesters where semester_id not in 	1	0
545	select distinct t1.course_name from courses as t1 join student_enrolment_courses as t2 on t1.course_id = t2.course_id	0	0
546	select distinct t1.course_name from courses as t1 join student_enrolment_courses as t2 on t1.course_id = t2.course_id	0	0
547	select t1.course_name from courses as t1 join student_enrolment_courses as t2 on t1.course_id = t2.course_id group by t1.course_name order by count (*) desc limit 1	0	0
548	select t1.course_name from courses as t1 join student_enrolment_courses as t2 on t1.course_id = t2.course_id group by t1.course_name order by count (*) desc limit 1	0	0
549	except	0	2
550	except	0	2
551	select t2.transcript_date , t1.transcript_id from transcript_contents as t1 join transcripts as t2 on t1.transcript_id = t2.transcript_id group by t1.transcript_id having count (*) >= 2	0	0
552	select t2.transcript_date , t1.transcript_id from transcript_contents as t1 join transcripts as t2 on t1.transcript_id = t2.transcript_id group by t1.transcript_id having count (*) >= 2	0	0
553	select cell_mobile_number from students where first_name = 'timmothy' and last_name = 'ward'	0	0
554	select cell_mobile_number from students where first_name = 'timmothy' and last_name = 'ward'	0	0
555	select first_name , middle_name , last_name from students order by date_first_registered asc limit 1	0	0
556	select first_name , middle_name , last_name from students order by date_first_registered asc limit 1	0	0
557	select first_name , middle_name , last_name from students order by date_left asc limit 1	0	0
558	select first_name , middle_name , last_name from students order by date_left asc limit 1	0	0
559	select first_name from students where current_address_id != permanent_address_id	0	0
560	select first_name from students where current_address_id != permanent_address_id	0	0
561	select t1.address_id , t1.line_1 , t1.line_2 from addresses as t1 join students as t2 on t1.address_id = t2.current_address_id group by t1.address_id order by count (*) desc limit 1	0	0
562	select t1.address_id , t1.line_1 , t1.line_2 from addresses as t1 join students as t2 on t1.address_id = t2.current_address_id group by t1.address_id order by count (*) desc limit 1	0	0
563	select avg (transcript_date) from transcripts	0	0
564	select avg (transcript_date) from transcripts	0	0
565	select transcript_date , other_details from transcripts order by transcript_date asc limit 1	0	0
566	select transcript_date , other_details from transcripts order by transcript_date asc limit 1	0	0
567	select count (*) from transcripts	0	0
568	select count (*) from transcripts	0	0
569	select transcript_date from transcripts order by transcript_date desc limit 1	0	0
570	select transcript_date from transcripts order by transcript_date desc limit 1	0	0
571	select count (*) , student_course_id from transcript_contents group by student_course_id order by count (*) desc limit 1	0	0
572	select count (*) , student_course_id from transcript_contents group by student_course_id order by count (*) desc limit 1	0	0
573	select t2.transcript_date , t1.transcript_id from transcript_contents as t1 join transcripts as t2 on t1.transcript_id = t2.transcript_id group by t1.transcript_id order by count (*) asc limit 1	0	0
574	select t2.transcript_date , t1.transcript_id from transcript_contents as t1 join transcripts as t2 on t1.transcript_id = t2.transcript_id group by t1.transcript_id order by count (*) asc limit 1	0	0
575	intersect	0	2
576	intersect	0	2
577	select count (distinct current_address_id) from students	0	0
578	select count (distinct current_address_id) from students	0	0
579	select other_student_details from students order by other_student_details desc	0	0
580	select other_student_details from students order by other_student_details desc	0	0
581	select section_description from sections where section_name = 'h'	0	0
582	select section_description from sections where section_name = 'h'	0	0
583	select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id = t2.address_id where t2.country = 'haiti' or t1.cell_mobile_number = '09700166582'	0	0
584	select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id = t2.address_id where t2.country = 'haiti' or t1.cell_mobile_number = '09700166582'	0	0
585	select title from cartoon order by title	0	0
586	select title from cartoon order by title	0	0
587	"select title from cartoon where directed_by = ""ben jones"";"	0	0
588	"select title from cartoon where directed_by = ""ben jones"";"	0	0
589	"select count (*) from cartoon where written_by = ""joseph kuhr"";"	0	0
590	"select count (*) from cartoon where written_by = ""joseph kuhr"";"	0	0
591	select title , directed_by from cartoon order by original_air_date	0	0
592	select title , directed_by from cartoon order by original_air_date	0	0
593	"select title from cartoon where directed_by = ""ben jones"" or directed_by = ""brandon vietti"";"	0	0
594	"select title from cartoon where directed_by = ""ben jones"" or directed_by = ""brandon vietti"";"	0	0
595	select country , count (*) from tv_channel group by country order by count (*) desc limit 1;	0	0
596	select country , count (*) from tv_channel group by country order by count (*) desc limit 1;	0	0
597	select count (distinct series_name) , count (distinct content) from tv_channel;	0	0
598	select count (distinct series_name) , count (distinct content) from tv_channel;	0	0
599	"select content from tv_channel where series_name = ""sky radio"";"	0	0
600	"select content from tv_channel where series_name = ""sky radio"";"	0	0
601	"select package_option from tv_channel where series_name = ""sky radio"";"	0	0
602	"select package_option from tv_channel where series_name = ""sky radio"";"	0	0
603	"select count (*) from tv_channel where language = ""english"";"	0	0
604	"select count (*) from tv_channel where language = ""english"";"	0	0
605	select language , count (*) from tv_channel group by language order by count (*) asc limit 1;	0	0
606	select language , count (*) from tv_channel group by language order by count (*) asc limit 1;	0	0
607	select language , count (*) from tv_channel group by language	0	0
608	select language , count (*) from tv_channel group by language	0	0
609	"select t1.series_name from tv_channel as t1 join cartoon as t2 on t1.id = t2.channel where t2.title = ""the rise of the blue beetle!"";"	0	0
610	"select t1.series_name from tv_channel as t1 join cartoon as t2 on t1.id = t2.channel where t2.title = ""the rise of the blue beetle!"";"	0	0
611	"select t2.title from tv_channel as t1 join cartoon as t2 on t1.id = t2.channel where t1.series_name = ""sky radio"";"	0	0
612	"select t2.title from tv_channel as t1 join cartoon as t2 on t1.id = t2.channel where t1.series_name = ""sky radio"";"	0	0
613	select episode from tv_series order by rating	0	0
614	select episode from tv_series order by rating	0	0
615	select episode , rating from tv_series order by rating desc limit 3;	0	0
616	select episode , rating from tv_series order by rating desc limit 3;	0	0
617	select max (share) , min (share) from tv_series;	0	0
618	select max (share) , min (share) from tv_series;	0	0
619	"select air_date from tv_series where episode = ""a love of a lifetime"";"	0	0
620	"select air_date from tv_series where episode = ""a love of a lifetime"";"	0	0
621	"select weekly_rank from tv_series where episode = ""a love of a lifetime"";"	0	0
622	"select weekly_rank from tv_series where episode = ""a love of a lifetime"";"	0	0
623	"select t1.series_name from tv_channel as t1 join tv_series as t2 on t1.id = t2.channel where t2.episode = ""a love of a lifetime"";"	0	0
624	"select t1.series_name from tv_channel as t1 join tv_series as t2 on t1.id = t2.channel where t2.episode = ""a love of a lifetime"";"	0	0
625	"select t2.episode from tv_channel as t1 join tv_series as t2 on t1.id = t2.channel where t1.series_name = ""sky radio"";"	0	0
626	"select t2.episode from tv_channel as t1 join tv_series as t2 on t1.id = t2.channel where t1.series_name = ""sky radio"";"	0	0
627	select count (*) , directed_by from cartoon group by directed_by	0	0
628	select count (*) , directed_by from cartoon group by directed_by	0	0
629	select production_code , channel from cartoon order by original_air_date desc limit 1	0	0
630	select production_code , channel from cartoon order by original_air_date desc limit 1	0	0
631	"select package_option , series_name from tv_channel where hight_definition_tv = ""yes"""	0	0
632	"select package_option , series_name from tv_channel where hight_definition_tv = ""yes"""	0	0
633	select t1.country from tv_channel as t1 join cartoon as t2 on t1.id = t2.channel where t2.written_by = 'todd casey'	0	0
634	select t1.country from tv_channel as t1 join cartoon as t2 on t1.id = t2.channel where t2.written_by = 'todd casey'	0	0
635	except	0	2
636	except	0	2
637	intersect	0	2
638	intersect	0	2
639	select pixel_aspect_ratio_par , country from tv_channel where language != 'english'	0	0
640	select pixel_aspect_ratio_par , country from tv_channel where language != 'english'	0	0
641	select id from tv_channel group by country having count (*) > 2	0	0
642	select id from tv_channel group by country having count (*) > 2	0	0
643	except	0	2
644	except	0	2
645	select package_option from tv_channel where id not in (select channel from cartoon where directed_by = 'ben jones') 	0	0
646	select package_option from tv_channel where id not in (select channel from cartoon where directed_by = 'ben jones') 	0	0
647	select count (*) from poker_player	0	0
648	select count (*) from poker_player	0	0
649	select earnings from poker_player order by earnings desc	0	0
650	select earnings from poker_player order by earnings desc	0	0
651	select final_table_made , best_finish from poker_player	0	0
652	select final_table_made , best_finish from poker_player	0	0
653	select avg (earnings) from poker_player	0	0
654	select avg (earnings) from poker_player	0	0
655	select money_rank from poker_player order by earnings desc limit 1	0	0
656	select money_rank from poker_player order by earnings desc limit 1	0	0
657	select max (final_table_made) from poker_player where earnings < 200000	0	0
658	select max (final_table_made) from poker_player where earnings < 200000	0	0
659	select t1.name from people as t1 join poker_player as t2 on t1.people_id = t2.people_id	0	0
660	select t1.name from people as t1 join poker_player as t2 on t1.people_id = t2.people_id	0	0
661	select t1.name from people as t1 join poker_player as t2 on t1.people_id = t2.people_id where t2.earnings > 300000	0	0
662	select t1.name from people as t1 join poker_player as t2 on t1.people_id = t2.people_id where t2.earnings > 300000	0	0
663	select t1.name from people as t1 join poker_player as t2 on t1.people_id = t2.people_id order by t2.final_table_made	0	0
664	select t1.name from people as t1 join poker_player as t2 on t1.people_id = t2.people_id order by t2.final_table_made	0	0
665	select t1.birth_date from people as t1 join poker_player as t2 on t1.people_id = t2.people_id order by t2.earnings asc limit 1	0	0
666	select t1.birth_date from people as t1 join poker_player as t2 on t1.people_id = t2.people_id order by t2.earnings asc limit 1	0	0
667	select t2.money_rank from people as t1 join poker_player as t2 on t1.people_id = t2.people_id order by t1.height desc limit 1	0	0
668	select t2.money_rank from people as t1 join poker_player as t2 on t1.people_id = t2.people_id order by t1.height desc limit 1	0	0
669	select avg (t2.earnings) from people as t1 join poker_player as t2 on t1.people_id = t2.people_id where t1.height > 200	0	0
670	select avg (t2.earnings) from people as t1 join poker_player as t2 on t1.people_id = t2.people_id where t1.height > 200	0	0
671	select t1.name from people as t1 join poker_player as t2 on t1.people_id = t2.people_id order by t2.earnings desc	0	0
672	select t1.name from people as t1 join poker_player as t2 on t1.people_id = t2.people_id order by t2.earnings desc	0	0
673	select nationality , count (*) from people group by nationality	0	0
674	select nationality , count (*) from people group by nationality	0	0
675	select nationality from people group by nationality order by count (*) desc limit 1	0	0
676	select nationality from people group by nationality order by count (*) desc limit 1	0	0
677	select nationality from people group by nationality having count (*) >= 2	0	0
678	select nationality from people group by nationality having count (*) >= 2	0	0
679	select name , birth_date from people order by name asc	0	0
680	select name , birth_date from people order by name asc	0	0
681	"select name from people where nationality != ""russia"""	0	0
682	"select name from people where nationality != ""russia"""	0	0
683	select name from people where people_id not in (select people_id from poker_player) 	0	0
684	select name from people where people_id not in (select people_id from poker_player) 	0	0
685	select count (distinct nationality) from people	0	0
686	select count (distinct nationality) from people	0	0
687	select count (*) from area_code_state	0	0
688	select contestant_number , contestant_name from contestants order by contestant_name desc	0	0
689	select vote_id , phone_number , state from votes	0	0
690	select max (area_code) , min (area_code) from area_code_state	0	0
691	select max (created) from votes where state = 'ca'	0	0
692	select contestant_name from contestants where contestant_name != 'jessie alloway'	0	0
693	select distinct state , created from votes	0	0
694	select t1.contestant_number , t1.contestant_name from contestants as t1 join votes as t2 on t1.contestant_number = t2.contestant_number group by t1.contestant_number having count (*) >= 2	0	0
